"wiek"	"naukaLata"	"edukacja"	"plec"	"wiaraZyciePo"	"szczescie"	"jakieZycie"	"fortunaEndPraca"	"gazetyCzesto"	"ogladaTVGodz"	"korzystaWWW"	"zodiak"	"dochod"	"ileGodzPracuje"
42	12	"Szkola srednia"	"Kobieta"	"Tak"	"Dosc szczesliwy"	"Rutynowe"	NA	NA	NA	"Tak"	"Ryby"	"$6 000 TO 6 999"	9
29	12	"Szkola srednia"	"Kobieta"	"Tak"	"Bardzo szczesliwy"	NA	NA	"Raz w tygodniu"	1	"Nie"	"Wodnik"	"$40000 TO 49999"	11
30	12	"Szkola srednia"	"Kobieta"	"Nie"	"Dosc szczesliwy"	"Rutynowe"	"Nie"	"Kilka razy w tygodniu"	4	"Tak"	"Waga"	"$25000 TO 29999"	7
30	11	"Szkola zawodowa"	"Kobieta"	"Nie"	"Bardzo szczesliwy"	"Ekscytujace"	"Nie"	NA	NA	"Nie"	"Panna"	"$50000 TO 59999"	0
43	12	"Szkola srednia"	"Kobieta"	"Tak"	"Dosc szczesliwy"	"Rutynowe"	"Nie"	"Kilka razy w tygodniu"	3	"Nie"	"Bliznieta"	"$12500 TO 14999"	7
50	16	"Licencjat"	"Kobieta"	"Tak"	"Dosc szczesliwy"	"Ekscytujace"	"Nie"	NA	NA	"Nie"	"Skorpion"	"$25000 TO 29999"	4
45	12	"Szkola srednia"	"Kobieta"	"Nie"	"Dosc szczesliwy"	"Rutynowe"	"Nie"	NA	NA	"Tak"	"Bliznieta"	"$50000 TO 59999"	11
23	12	"Szkola srednia"	"Kobieta"	"Tak"	"Bardzo szczesliwy"	"Ekscytujace"	"Nie"	"Kilka razy w tygodniu"	3	"Tak"	"Lew"	"$30000 TO 34999"	7
72	17	"Magisterium"	"Kobieta"	"Tak"	"Dosc szczesliwy"	"Ekscytujace"	NA	"Codziennie"	4	"Tak"	"Bliznieta"	"$40000 TO 49999"	1
45	12	"Szkola srednia"	"Kobieta"	"Nie"	"Bardzo szczesliwy"	"Rutynowe"	"Nie"	"Nigdy"	4	"Tak"	"Rak"	"$35000 TO 39999"	8
48	12	"Szkola srednia"	"Kobieta"	"Nie"	"Nieszczesliwy"	"Ekscytujace"	"Tak"	NA	NA	"Nie"	"Panna"	"$50000 TO 59999"	2
45	10	"Szkola zawodowa"	"Kobieta"	"Tak"	"Bardzo szczesliwy"	NA	NA	"Nigdy"	3	"Nie"	"Lew"	"$12500 TO 14999"	7
36	13	"Szkola srednia"	"Kobieta"	"Tak"	"Dosc szczesliwy"	"Ekscytujace"	"Tak"	NA	NA	"Nie"	"Skorpion"	"$30000 TO 34999"	0
47	14	"Policealna"	"Kobieta"	"Tak"	"Bardzo szczesliwy"	"Ekscytujace"	"Nie"	NA	NA	"Tak"	"Byk"	"$75000 TO $89999"	7
48	16	"Licencjat"	"Kobieta"	"Tak"	"Dosc szczesliwy"	NA	NA	"Codziennie"	1	"Tak"	"Waga"	"$75000 TO $89999"	12
53	16	"Licencjat"	"Kobieta"	"Tak"	"Dosc szczesliwy"	NA	NA	"Kilka razy w tygodniu"	3	"Tak"	"Lew"	"$110000 OR OVER"	8
37	12	"Szkola srednia"	"Kobieta"	"Tak"	"Bardzo szczesliwy"	"Rutynowe"	"Nie"	NA	NA	"Tak"	"Waga"	"$75000 TO $89999"	4
52	16	"Licencjat"	"Kobieta"	"Tak"	"Dosc szczesliwy"	"Ekscytujace"	"Tak"	NA	NA	"Tak"	"Strzelec"	"$110000 OR OVER"	0
21	12	"Szkola srednia"	"Kobieta"	"Tak"	"Nieszczesliwy"	NA	NA	"Codziennie"	1	"Nie"	"Lew"	"$25000 TO 29999"	10
66	12	"Szkola srednia"	"Kobieta"	"Tak"	"Dosc szczesliwy"	"Ekscytujace"	"Nie"	NA	NA	"Nie"	"Byk"	"$20000 TO 22499"	3
19	20	"Magisterium"	"Kobieta"	"Tak"	"Bardzo szczesliwy"	"Rutynowe"	"Nie"	"Codziennie"	1	"Tak"	NA	"$110000 OR OVER"	11
26	17	"Licencjat"	"Kobieta"	"Tak"	"Bardzo szczesliwy"	"Ekscytujace"	"Nie"	NA	NA	"Tak"	"Ryby"	"$30000 TO 34999"	4
40	14	"Szkola srednia"	"Kobieta"	"Tak"	"Bardzo szczesliwy"	"Ekscytujace"	NA	"Nigdy"	8	"Tak"	"Wodnik"	"$12500 TO 14999"	4
32	14	"Szkola srednia"	"Kobieta"	"Nie"	"Dosc szczesliwy"	"Rutynowe"	"Nie"	"Raz w tygodniu"	3	"Tak"	"Skorpion"	"$75000 TO $89999"	7
22	12	"Szkola srednia"	"Kobieta"	"Tak"	"Dosc szczesliwy"	"Rutynowe"	"Nie"	NA	NA	"Tak"	"Strzelec"	"$35000 TO 39999"	1
74	12	"Szkola srednia"	"Kobieta"	"Tak"	"Bardzo szczesliwy"	"Ekscytujace"	NA	NA	NA	"Tak"	"Strzelec"	NA	3
27	14	"Szkola srednia"	"Kobieta"	"Tak"	"Bardzo szczesliwy"	"Rutynowe"	"Nie"	NA	NA	"Tak"	"Baran"	"$30000 TO 34999"	4
30	14	"Policealna"	"Kobieta"	"Tak"	"Dosc szczesliwy"	"Ekscytujace"	"Tak"	"Mniej niz raz w tygodniu"	3	"Tak"	"Byk"	"$40000 TO 49999"	7
28	16	"Policealna"	"Kobieta"	"Tak"	"Dosc szczesliwy"	"Rutynowe"	"Nie"	"Codziennie"	1	"Tak"	"Byk"	"$75000 TO $89999"	9
78	10	"Szkola zawodowa"	"Kobieta"	"Nie"	"Dosc szczesliwy"	"Ekscytujace"	NA	"Codziennie"	5	"Nie"	"Panna"	"$30000 TO 34999"	7
32	14	"Szkola srednia"	"Kobieta"	"Tak"	"Dosc szczesliwy"	"Ekscytujace"	"Nie"	NA	NA	"Tak"	"Panna"	"$40000 TO 49999"	10
22	13	"Szkola srednia"	"Kobieta"	"Tak"	"Bardzo szczesliwy"	"Ekscytujace"	"Nie"	"Kilka razy w tygodniu"	2	"Tak"	"Waga"	"$22500 TO 24999"	8
58	0	"Szkola zawodowa"	"Kobieta"	"Nie"	"Bardzo szczesliwy"	NA	NA	"Codziennie"	3	"Tak"	"Ryby"	"$17500 TO 19999"	8
75	8	"Szkola zawodowa"	"Kobieta"	"Tak"	"Dosc szczesliwy"	"Ekscytujace"	NA	NA	NA	"Tak"	"Baran"	"$50000 TO 59999"	3
53	9	"Szkola srednia"	"Kobieta"	"Nie"	"Bardzo szczesliwy"	NA	NA	"Kilka razy w tygodniu"	10	"Nie"	"Lew"	"$17500 TO 19999"	3
48	12	"Szkola srednia"	"Kobieta"	"Tak"	"Dosc szczesliwy"	NA	NA	"Codziennie"	2	"Tak"	"Waga"	"$40000 TO 49999"	12
30	12	"Szkola srednia"	"Kobieta"	"Tak"	"Dosc szczesliwy"	"Rutynowe"	"Nie"	NA	NA	"Tak"	"Waga"	"$15000 TO 17499"	3
34	10	"Szkola srednia"	"Kobieta"	"Tak"	"Dosc szczesliwy"	NA	NA	"Raz w tygodniu"	3	"Tak"	"Bliznieta"	"$25000 TO 29999"	8
25	17	"Szkola srednia"	"Kobieta"	"Tak"	"Dosc szczesliwy"	"Rutynowe"	"Tak"	NA	NA	"Tak"	"Bliznieta"	"$25000 TO 29999"	5
77	14	"Szkola srednia"	"Kobieta"	"Tak"	"Bardzo szczesliwy"	"Ekscytujace"	NA	NA	NA	"Nie"	"Byk"	"$20000 TO 22499"	1
43	13	"Szkola srednia"	"Kobieta"	"Tak"	"Nieszczesliwy"	"Rutynowe"	"Tak"	"Codziennie"	2	"Tak"	"Lew"	"$50000 TO 59999"	13
61	9	"Szkola zawodowa"	"Kobieta"	"Tak"	"Nieszczesliwy"	"Nudne"	NA	"Kilka razy w tygodniu"	2	"Nie"	"Koziorozec"	NA	8
62	12	"Szkola srednia"	"Kobieta"	"Tak"	"Bardzo szczesliwy"	"Ekscytujace"	"Nie"	NA	NA	"Tak"	"Panna"	"$40000 TO 49999"	2
50	12	"Szkola srednia"	"Kobieta"	"Tak"	"Dosc szczesliwy"	NA	NA	"Nigdy"	1	"Nie"	"Baran"	NA	12
64	0	"Szkola zawodowa"	"Kobieta"	"Tak"	"Dosc szczesliwy"	"Ekscytujace"	NA	NA	NA	"Nie"	"Ryby"	"$7 000 TO 7 999"	4
50	17	"Licencjat"	"Kobieta"	"Tak"	"Bardzo szczesliwy"	"Ekscytujace"	"Nie"	NA	NA	"Tak"	"Skorpion"	"$90000 - $109999"	5
22	14	"Szkola srednia"	"Kobieta"	"Tak"	"Dosc szczesliwy"	"Ekscytujace"	NA	NA	NA	"Tak"	"Byk"	"$110000 OR OVER"	0
52	16	"Magisterium"	"Kobieta"	"Nie"	"Dosc szczesliwy"	"Ekscytujace"	NA	NA	NA	"Tak"	"Koziorozec"	"$110000 OR OVER"	9
31	11	"Szkola zawodowa"	"Kobieta"	"Tak"	"Dosc szczesliwy"	"Rutynowe"	"Tak"	"Mniej niz raz w tygodniu"	3	"Tak"	"Byk"	"$75000 TO $89999"	7
70	16	"Licencjat"	"Kobieta"	"Tak"	"Dosc szczesliwy"	"Ekscytujace"	NA	"Codziennie"	4	"Tak"	"Strzelec"	"$110000 OR OVER"	2
25	13	"Szkola srednia"	"Kobieta"	"Tak"	"Dosc szczesliwy"	"Ekscytujace"	"Tak"	NA	NA	"Tak"	"Bliznieta"	"$30000 TO 34999"	5
67	10	"Szkola zawodowa"	"Kobieta"	"Tak"	"Dosc szczesliwy"	"Rutynowe"	NA	"Codziennie"	2	"Tak"	"Baran"	"$25000 TO 29999"	1
39	14	"Szkola srednia"	"Kobieta"	"Tak"	"Dosc szczesliwy"	"Ekscytujace"	"Nie"	NA	NA	"Nie"	"Ryby"	"$50000 TO 59999"	6
66	12	"Szkola srednia"	"Kobieta"	"Tak"	"Dosc szczesliwy"	NA	NA	"Codziennie"	2	"Nie"	"Lew"	"$20000 TO 22499"	1
71	16	"Licencjat"	"Kobieta"	"Tak"	"Dosc szczesliwy"	"Rutynowe"	NA	"Codziennie"	2	"Tak"	"Wodnik"	"$75000 TO $89999"	1
25	18	"Licencjat"	"Kobieta"	"Tak"	"Bardzo szczesliwy"	"Ekscytujace"	"Nie"	"Codziennie"	3	"Nie"	"Rak"	"$110000 OR OVER"	7
25	12	"Szkola srednia"	"Kobieta"	"Tak"	"Dosc szczesliwy"	"Ekscytujace"	"Tak"	NA	NA	"Nie"	NA	"$110000 OR OVER"	5
NA	16	"Licencjat"	"Kobieta"	"Nie"	"Dosc szczesliwy"	"Rutynowe"	"Nie"	"Codziennie"	2	"Tak"	"Ryby"	"$40000 TO 49999"	11
54	18	"Magisterium"	"Kobieta"	"Nie"	"Nieszczesliwy"	"Ekscytujace"	"Nie"	NA	NA	"Tak"	"Strzelec"	"$50000 TO 59999"	9
36	16	"Licencjat"	"Kobieta"	"Tak"	"Bardzo szczesliwy"	"Rutynowe"	"Tak"	"Codziennie"	2	"Tak"	"Strzelec"	"$75000 TO $89999"	10
40	11	"Szkola zawodowa"	"Kobieta"	"Tak"	"Dosc szczesliwy"	NA	NA	"Codziennie"	4	"Nie"	"Wodnik"	"$30000 TO 34999"	8
70	11	"Szkola zawodowa"	"Kobieta"	"Tak"	"Dosc szczesliwy"	NA	NA	"Codziennie"	6	"Nie"	"Ryby"	"$60000 TO 74999"	3
34	19	"Magisterium"	"Kobieta"	"Tak"	"Dosc szczesliwy"	"Rutynowe"	"Nie"	NA	NA	"Tak"	"Baran"	"$110000 OR OVER"	7
51	20	"Magisterium"	"Kobieta"	"Nie"	"Dosc szczesliwy"	"Rutynowe"	"Nie"	"Codziennie"	2	"Tak"	"Rak"	NA	12
47	14	"Policealna"	"Kobieta"	"Nie"	"Dosc szczesliwy"	"Rutynowe"	"Tak"	"Codziennie"	2	"Tak"	"Strzelec"	"$75000 TO $89999"	10
46	16	"Licencjat"	"Kobieta"	"Tak"	"Dosc szczesliwy"	NA	NA	"Kilka razy w tygodniu"	1	"Tak"	"Bliznieta"	"$30000 TO 34999"	8
46	12	"Szkola srednia"	"Kobieta"	"Tak"	"Dosc szczesliwy"	"Ekscytujace"	"Tak"	"Codziennie"	2	"Tak"	"Wodnik"	"$60000 TO 74999"	13
73	11	"Szkola srednia"	"Kobieta"	"Tak"	"Dosc szczesliwy"	"Rutynowe"	NA	NA	NA	"Nie"	"Waga"	"$8 000 TO 9 999"	1
51	13	"Szkola srednia"	"Kobieta"	"Tak"	"Nieszczesliwy"	NA	NA	"Nigdy"	5	"Nie"	"Skorpion"	"$20000 TO 22499"	6
40	16	"Licencjat"	"Kobieta"	"Tak"	"Bardzo szczesliwy"	"Ekscytujace"	"Nie"	NA	NA	"Tak"	"Koziorozec"	"$75000 TO $89999"	9
43	12	"Szkola srednia"	"Kobieta"	"Tak"	"Dosc szczesliwy"	NA	NA	"Kilka razy w tygodniu"	1	"Nie"	"Strzelec"	"$40000 TO 49999"	8
82	16	"Licencjat"	"Kobieta"	"Tak"	"Bardzo szczesliwy"	"Ekscytujace"	NA	NA	NA	"Nie"	"Skorpion"	"$40000 TO 49999"	0
55	14	"Szkola srednia"	"Kobieta"	"Tak"	"Dosc szczesliwy"	"Ekscytujace"	NA	"Codziennie"	3	"Tak"	"Koziorozec"	"$50000 TO 59999"	8
26	14	"Policealna"	"Kobieta"	"Tak"	"Bardzo szczesliwy"	"Rutynowe"	"Nie"	NA	NA	"Tak"	"Strzelec"	NA	1
42	17	"Licencjat"	"Kobieta"	"Nie"	"Bardzo szczesliwy"	"Ekscytujace"	"Tak"	NA	NA	"Tak"	"Ryby"	"$40000 TO 49999"	9
35	16	"Licencjat"	"Kobieta"	"Tak"	"Dosc szczesliwy"	"Rutynowe"	"Nie"	NA	NA	"Tak"	"Baran"	"$40000 TO 49999"	10
40	18	"Magisterium"	"Kobieta"	"Nie"	"Bardzo szczesliwy"	"Rutynowe"	"Tak"	"Kilka razy w tygodniu"	3	"Tak"	"Byk"	"$110000 OR OVER"	6
46	12	"Szkola zawodowa"	"Kobieta"	"Tak"	"Bardzo szczesliwy"	"Rutynowe"	"Nie"	NA	NA	"Nie"	"Panna"	"$1 000 TO 2 999"	5
58	15	"Szkola srednia"	"Kobieta"	"Nie"	"Dosc szczesliwy"	"Rutynowe"	"Nie"	NA	NA	"Tak"	"Waga"	"$60000 TO 74999"	4
42	15	"Szkola srednia"	"Kobieta"	"Tak"	"Bardzo szczesliwy"	"Rutynowe"	NA	"Raz w tygodniu"	2	"Tak"	"Skorpion"	"$110000 OR OVER"	11
73	9	"Szkola zawodowa"	"Kobieta"	"Nie"	"Dosc szczesliwy"	NA	NA	"Raz w tygodniu"	2	"Nie"	"Baran"	NA	2
42	12	"Szkola srednia"	"Kobieta"	"Nie"	"Dosc szczesliwy"	NA	NA	"Kilka razy w tygodniu"	4	"Tak"	"Baran"	"$22500 TO 24999"	6
72	12	"Szkola srednia"	"Kobieta"	"Tak"	"Dosc szczesliwy"	NA	NA	"Codziennie"	4	"Nie"	"Panna"	NA	2
43	13	"Szkola srednia"	"Kobieta"	"Tak"	"Bardzo szczesliwy"	"Ekscytujace"	"Nie"	NA	NA	"Tak"	"Panna"	"$35000 TO 39999"	7
51	18	"Licencjat"	"Kobieta"	"Tak"	"Nieszczesliwy"	"Rutynowe"	"Nie"	NA	NA	"Tak"	"Ryby"	"$25000 TO 29999"	7
23	14	"Szkola srednia"	"Kobieta"	"Tak"	"Dosc szczesliwy"	NA	NA	"Kilka razy w tygodniu"	3	"Tak"	"Byk"	"$3 000 TO 3 999"	6
28	19	"Magisterium"	"Kobieta"	"Tak"	"Bardzo szczesliwy"	"Ekscytujace"	"Nie"	NA	NA	"Tak"	"Bliznieta"	"$22500 TO 24999"	1
20	12	"Szkola srednia"	"Kobieta"	"Tak"	"Dosc szczesliwy"	"Ekscytujace"	NA	NA	NA	"Tak"	"Lew"	"$1 000 TO 2 999"	8
71	12	"Szkola srednia"	"Kobieta"	"Tak"	"Dosc szczesliwy"	"Rutynowe"	NA	"Codziennie"	5	"Tak"	"Strzelec"	"$60000 TO 74999"	1
38	12	"Szkola srednia"	"Kobieta"	"Tak"	"Bardzo szczesliwy"	"Rutynowe"	"Nie"	"Codziennie"	3	"Nie"	"Ryby"	NA	6
42	12	"Szkola srednia"	"Kobieta"	"Tak"	"Bardzo szczesliwy"	"Ekscytujace"	"Nie"	"Codziennie"	2	"Tak"	"Bliznieta"	"$75000 TO $89999"	11
45	16	"Licencjat"	"Kobieta"	"Nie"	"Nieszczesliwy"	"Ekscytujace"	NA	NA	NA	"Nie"	"Bliznieta"	"$8 000 TO 9 999"	3
24	15	"Szkola srednia"	"Kobieta"	"Tak"	"Dosc szczesliwy"	"Ekscytujace"	"Tak"	"Raz w tygodniu"	2	"Tak"	"Rak"	"$12500 TO 14999"	11
52	12	"Szkola srednia"	"Kobieta"	"Tak"	"Bardzo szczesliwy"	"Ekscytujace"	"Nie"	NA	NA	"Tak"	"Ryby"	"$40000 TO 49999"	10
52	14	"Szkola srednia"	"Kobieta"	"Tak"	"Bardzo szczesliwy"	"Rutynowe"	"Tak"	"Raz w tygodniu"	1	"Nie"	"Ryby"	NA	11
41	9	"Szkola zawodowa"	"Kobieta"	"Tak"	"Dosc szczesliwy"	"Rutynowe"	NA	NA	NA	"Nie"	"Koziorozec"	"$3 000 TO 3 999"	7
32	14	"Policealna"	"Kobieta"	"Tak"	"Dosc szczesliwy"	"Rutynowe"	"Nie"	"Codziennie"	2	"Nie"	"Koziorozec"	"$40000 TO 49999"	13
28	16	"Licencjat"	"Kobieta"	"Tak"	"Dosc szczesliwy"	NA	NA	"Codziennie"	2	"Tak"	"Skorpion"	"$35000 TO 39999"	8
68	16	"Magisterium"	"Kobieta"	"Tak"	"Dosc szczesliwy"	"Ekscytujace"	NA	NA	NA	"Tak"	"Panna"	"$75000 TO $89999"	3
66	12	"Szkola srednia"	"Kobieta"	"Tak"	"Dosc szczesliwy"	"Rutynowe"	"Nie"	"Codziennie"	6	"Nie"	"Lew"	"$40000 TO 49999"	3
25	12	"Szkola srednia"	"Kobieta"	"Tak"	"Dosc szczesliwy"	NA	NA	"Kilka razy w tygodniu"	1	"Tak"	"Koziorozec"	"$25000 TO 29999"	13
36	12	"Szkola srednia"	"Kobieta"	"Tak"	"Bardzo szczesliwy"	"Ekscytujace"	"Nie"	NA	NA	"Tak"	"Rak"	"$50000 TO 59999"	2
22	9	"Szkola zawodowa"	"Kobieta"	"Tak"	"Dosc szczesliwy"	NA	NA	"Kilka razy w tygodniu"	2	"Nie"	"Wodnik"	"$22500 TO 24999"	11
46	13	"Szkola srednia"	"Kobieta"	"Tak"	"Bardzo szczesliwy"	"Rutynowe"	"Tak"	NA	NA	"Nie"	"Bliznieta"	"$75000 TO $89999"	5
