"IDOferty","CenaPLN","KM","Marka","Model","LiczbaDrzwi","PojemnoscSkokowa","PrzebiegKm","RodzajPaliwa","RokProdukcji","Kolor","KrajPochodzenia","PojazdUszkodzony","SkrzyniaBiegow"
31489,42900,150,"Renault","Laguna","4/5",1995,161000,"olej napędowy (diesel)",2008,"czarny-metallic","Niemcy","Nie","manualna"
31490,38900,150,"Renault","Laguna","4/5",1995,158000,"olej napędowy (diesel)",2008,"grafitowy-metallic","Niemcy","Nie","manualna"
31491,56900,140,"Audi","A6","4/5",1968,139000,"olej napędowy (diesel)",2007,"czarny-metallic","Niemcy","Nie","manualna"
31492,42500,125,"Ford","Mondeo","4/5",1753,96000,"olej napędowy (diesel)",2008,"grafitowy-metallic","Niemcy","Nie","manualna"
31493,119000,170,"Audi","Q5","4/5",1968,189000,"olej napędowy (diesel)",2009,"czarny-metallic","Niemcy","Nie","manualna"
31494,34500,136,"Peugeot","407","4/5",1998,131000,"olej napędowy (diesel)",2008,"czarny-metallic","Niemcy","Nie","automatyczna"
31495,39500,140,"Volkswagen","Touran","4/5",1968,126000,"olej napędowy (diesel)",2007,"niebieski-metallic","Niemcy","Nie","manualna"
31496,69900,140,"Volkswagen","Passat CC","4/5",1968,128000,"olej napędowy (diesel)",2008,"czarny-metallic","Niemcy","Nie","manualna"
31497,44500,125,"Ford","Galaxy","4/5",1753,139000,"olej napędowy (diesel)",2006,"grafitowy-metallic","Niemcy","Nie","manualna"
31498,34500,140,"Volkswagen","Passat","4/5",1968,162000,"olej napędowy (diesel)",2007,"grafitowy-metallic","Niemcy","Nie","manualna"
31499,39500,140,"Volkswagen","Passat","4/5",1968,155000,"olej napędowy (diesel)",2008,"czarny-metallic","Niemcy","Nie","manualna"
31500,29900,90,"Opel","Astra","2/3",1364,43000,"benzyna",2007,"czarny-metallic","Polska","Nie","manualna"
31501,33000,130,"Skoda","Superb","4/5",1896,218000,"olej napędowy (diesel)",2004,"zloty-metallic","Polska","Nie","automatyczna"
31502,39990,140,"Volkswagen","Passat","4/5",2000,178000,"olej napędowy (diesel)",2007,"czarny-metallic","Polska","Nie","manualna"
31503,16500,75,"Toyota","Yaris","4/5",1364,136000,"olej napędowy (diesel)",2002,"srebrny-metallic","Niemcy","Nie","manualna"
31504,25900,116,"Mercedes-Benz","C 200","4/5",2148,250000,"olej napędowy (diesel)",2002,"srebrny","Niemcy","Nie","manualna"
31505,33900,105,"Volkswagen","Touran","4/5",1896,154234,"olej napędowy (diesel)",2006,"czarny-metallic","Niemcy","Nie","manualna"
31506,17200,85,"Renault","Megane","4/5",1461,155000,"olej napędowy (diesel)",2007,"szary-metallic","Francja","Nie","manualna"
31507,18400,120,"Renault","Megane","4/5",1870,167000,"olej napędowy (diesel)",2004,"zielony-metallic","Francja","Nie","manualna"
31508,60900,170,"Volkswagen","Passat","4/5",2000,126000,"olej napędowy (diesel)",2010,"czarny-metallic","Niemcy","Nie","automatyczna"
31509,39700,125,"Ford","Mondeo","4/5",1800,109320,"olej napędowy (diesel)",2008,"srebrny-metallic","Francja","Nie","manualna"
31510,76000,136,"Toyota","RAV-4","4/5",2200,76500,"olej napędowy (diesel)",2007,"zloty-metallic","Polska","Nie","manualna"
31513,13800,101,"Opel","Astra","4/5",1600,89000,"benzyna",2002,"zielony-metallic","Niemcy","Nie","manualna"
31514,38500,75,"Opel","Corsa","4/5",1248,3500,"olej napędowy (diesel)",2011,"grafitowy-metallic","Francja","Nie","manualna"
31516,38500,180,"Audi","A4","4/5",2700,120000,"olej napędowy (diesel)",2006,"grafitowy-metallic","Niemcy","Tak","manualna"
31517,24400,130,"Volkswagen","Passat","4/5",1900,175000,"olej napędowy (diesel)",2004,"czarny-metallic","Niemcy","Nie","manualna"
31518,33900,140,"Volkswagen","Passat","4/5",2000,146000,"olej napędowy (diesel)",2005,"czarny-metallic","Niemcy","Nie","manualna"
31519,16200,120,"Renault","Megane","4/5",1900,170000,"olej napędowy (diesel)",2004,"granatowy","Niemcy","Nie","manualna"
31522,26400,136,"Audi","A4","4/5",2000,160000,"benzyna",2004,"czarny-metallic","Niemcy","Nie","manualna"
31530,19521.9,96,"Ford","Mondeo","4/5",1998,151700,"olej napędowy (diesel)",2003,"srebrny-metallic","Niemcy","Nie","automatyczna"
31531,51759.9,110,"Renault","Laguna","4/5",1995,103290,"olej napędowy (diesel)",2008,"czarny-metallic","Niemcy","Nie","manualna"
31532,39384.09,74,"Opel","Zafira","4/5",1910,114200,"olej napędowy (diesel)",2008,"czarny","Niemcy","Nie","manualna"
31534,32058.9,114,"Ford","Mondeo","4/5",2198,141475,"olej napędowy (diesel)",2006,"niebieski-metallic","Niemcy","Nie","manualna"
31541,42536.25,103,"Ford","S-Max","4/5",1997,128968,"olej napędowy (diesel)",2007,"czarny-metallic","Niemcy","Nie","manualna"
31542,22029.3,80,"Peugeot","307","4/5",1560,150000,"olej napędowy (diesel)",2005,"czarny-metallic","Niemcy","Nie","manualna"
31543,23103.9,83,"Renault","Scenic","4/5",1598,94000,"benzyna",2003,"fioletowy-metallic","Niemcy","Nie","manualna"
31544,40148.1306,103,"Skoda","Octavia","4/5",1968,153695,"olej napędowy (diesel)",2006,"srebrny-metallic","Niemcy","Nie","automatyczna"
31546,20596.5,66,"Peugeot","Partner","4/5",1997,151680,"olej napędowy (diesel)",2004,"zielony-metallic","Niemcy","Nie","manualna"
31548,23103.9,80,"Ford","Focus","4/5",1560,107335,"olej napędowy (diesel)",2005,"szary-metallic","Niemcy","Nie","manualna"
31550,23103.9,74,"Ford","Focus","4/5",1753,79000,"olej napędowy (diesel)",2006,"srebrny-metallic","Niemcy","Nie","manualna"
31551,22924.8,74,"Volkswagen","Golf","2/3",1896,138463,"olej napędowy (diesel)",2002,"szary","Niemcy","Nie","manualna"
31553,39402,132,"Audi","A6 Allroad","4/5",2496,201000,"olej napędowy (diesel)",2004,"zielony-metallic","Niemcy","Nie","automatyczna"
31554,42804.9,77,"Volkswagen","Golf","4/5",1896,148000,"olej napędowy (diesel)",2008,"czarny-metallic","Niemcy","Nie","manualna"
31555,53550.9,132,"Audi","A6","4/5",2698,200000,"olej napędowy (diesel)",2005,"szary-metallic","Niemcy","Nie","automatyczna"
31561,32500,140,"Volkswagen","Passat","4/5",1968,170000,"olej napędowy (diesel)",2005,"czarny-metallic","Polska","Nie","manualna"
31562,17600,150,"Volkswagen","Passat","4/5",2496,232500,"olej napędowy (diesel)",2002,"srebrny-metallic","Polska","Nie","automatyczna"
31563,23900,80,"Opel","Astra","4/5",1686,120000,"olej napędowy (diesel)",2004,"zloty-metallic","Niemcy","Nie","manualna"
31565,37990,115,"Skoda","Octavia","4/5",1600,97000,"benzyna",2008,"granatowy-metallic","Polska","Nie","manualna"
31566,18900,70,"Peugeot","206","2/3",1398,132000,"olej napędowy (diesel)",2007,"granatowy-metallic","Polska","Nie","manualna"
31568,19900,95,"Mercedes-Benz","A 170","4/5",1700,131000,"olej napędowy (diesel)",2003,"srebrny-metallic","Niemcy","Nie","manualna"
31569,15200,84,"Opel","Astra","4/5",1600,132000,"benzyna",2003,"srebrny-metallic","Niemcy","Nie","manualna"
31571,8600,60,"Ford","KA","2/3",1300,114000,"benzyna",2003,"grafitowy-metallic","Niemcy","Nie","manualna"
31572,28900,100,"Opel","Astra","4/5",1910,169000,"olej napędowy (diesel)",2007,"niebieski-metallic","Niemcy","Nie","manualna"
31573,13900,64,"Skoda","Fabia","4/5",1900,178000,"olej napędowy (diesel)",2005,"bialy","Polska","Nie","manualna"
31575,22990,115,"Opel","Frontera","4/5",2200,150000,"olej napędowy (diesel)",2001,"fioletowy-metallic","Niemcy","Nie","manualna"
31576,29990,100,"Opel","Astra","4/5",1700,95000,"olej napędowy (diesel)",2007,"srebrny-metallic","Polska","Nie","manualna"
31577,27999,86,"Opel","Agila","4/5",1200,1800,"benzyna",2009,"zielony-metallic","Niemcy","Nie","manualna"
31578,12900,70,"Ford","Fiesta","4/5",1297,90000,"benzyna",2002,"granatowy","Niemcy","Nie","manualna"
31580,41909.4,50,"Ford","Fiesta","4/5",1399,22113,"olej napędowy (diesel)",2010,"czerwony","Francja","Nie","manualna"
31582,15939.9,73,"Renault","Scenic","4/5",1461,116464,"olej napędowy (diesel)",2005,"niebieski-metallic","Francja","Nie","manualna"
31583,15939.9,88,"Renault","Laguna","4/5",1789,180564,"benzyna+LPG",2002,"czerwony-metallic","Niemcy","Nie","manualna"
31584,39222.9,59,"Skoda","Roomster","4/5",1422,98120,"olej napędowy (diesel)",2009,"niebieski","Francja","Nie","manualna"
31585,14800,150,"Renault","Laguna","4/5",2183,170000,"olej napędowy (diesel)",2004,"granatowy-metallic","Niemcy","Nie","manualna"
31586,16050,70,"Skoda","Fabia","4/5",1422,166900,"olej napędowy (diesel)",2007,"srebrny","Polska","Nie","manualna"
31587,79900,218,"BMW","X5","4/5",2993,184500,"olej napędowy (diesel)",2005,"szary","Niemcy","Nie","automatyczna"
31588,42500,115,"Ford","Focus","4/5",1753,50000,"olej napędowy (diesel)",2010,"czarny-metallic","Francja","Nie","manualna"
31589,21900,105,"Volkswagen","Golf","4/5",1900,190000,"olej napędowy (diesel)",2004,"czarny-metallic","Francja","Tak","manualna"
31590,45600,140,"Audi","A4","4/5",1968,197000,"olej napędowy (diesel)",2007,"czarny-metallic","Niemcy","Nie","manualna"
31591,13400,84,"Opel","Astra","4/5",1600,124000,"benzyna",2002,"srebrny-metallic","Niemcy","Nie","manualna"
31592,22400,130,"Audi","A3","4/5",1900,142000,"olej napędowy (diesel)",2002,"srebrny-metallic","Niemcy","Nie","manualna"
31593,22600,150,"BMW","320","4/5",1998,164000,"olej napędowy (diesel)",2002,"niebieski","Niemcy","Nie","manualna"
31594,12900,60,"Peugeot","206","2/3",1200,94,"benzyna",2003,"srebrny-metallic","Niemcy","Nie","manualna"
31595,9900,58,"Opel","Corsa","2/3",973,100000,"benzyna",2003,"granatowy","Polska","Nie","manualna"
31598,29372.4,92,"Ford","Focus","4/5",1798,39657,"benzyna",2007,"srebrny-metallic","Francja","Nie","manualna"
31600,57132.9,165,"Audi","A6","4/5",2967,146536,"olej napędowy (diesel)",2006,"srebrny-metallic","Francja","Nie","automatyczna"
31601,35640.9,110,"Opel","Zafira","4/5",1910,140073,"olej napędowy (diesel)",2005,"srebrny-metallic","Francja","Nie","manualna"
31602,21474.09,83,"Renault","Scenic","4/5",1598,129561,"benzyna",2004,"niebieski-metallic","Niemcy","Nie","manualna"
31603,44595.9,103,"Ford","Mondeo","4/5",1998,180000,"olej napędowy (diesel)",2008,"niebieski","Niemcy","Nie","manualna"
31606,59401.5597,160,"BMW","X5","4/5",2993,287781,"olej napędowy (diesel)",2004,"czarny-metallic","Niemcy","Nie","automatyczna"
31609,41491.3806,80,"Mercedes-Benz","B 200","4/5",1992,178940,"olej napędowy (diesel)",2007,"niebieski-metallic","Francja","Nie","manualna"
31610,35640.9,145,"Mercedes-Benz","SLK 230","2/3",2295,77000,"benzyna",2001,"czerwony-metallic","Niemcy","Nie","manualna"
31619,26300,90,"Ford","Focus","4/5",1560,98000,"olej napędowy (diesel)",2006,"szary-metallic","Niemcy","Nie","manualna"
31621,34990,100,"Toyota","Prius","4/5",1500,91000,"hybryda",2005,"srebrny-metallic","Niemcy","Nie","automatyczna"
31622,12900,60,"Renault","Clio","4/5",1149,127000,"benzyna",2005,"srebrny-metallic","Polska","Nie","manualna"
31623,18500,90,"Skoda","Octavia","4/5",1896,181000,"olej napędowy (diesel)",2001,"srebrny-metallic","Francja","Nie","manualna"
31624,9800,60,"Fiat","Punto","4/5",1242,95000,"benzyna",2002,"srebrny-metallic","Polska","Nie","manualna"
31626,28500,105,"Renault","Megane","4/5",1461,18000,"olej napędowy (diesel)",2009,"niebieski-metallic","Francja","Tak","manualna"
31627,8200,105,"Fiat","Multipla","4/5",1591,124000,"benzyna",2001,"szary-metallic","Niemcy","Nie","manualna"
31628,62000,140,"BMW","320","4/5",2000,26000,"olej napędowy (diesel)",2008,"czarny-metallic","Francja","Nie","manualna"
31630,42900,115,"Toyota","RAV-4","4/5",2000,154000,"olej napędowy (diesel)",2004,"srebrny-metallic","Francja","Nie","manualna"
31631,44900,140,"Volkswagen","Sharan","4/5",1998,232000,"olej napędowy (diesel)",2007,"czarny-metallic","Niemcy","Nie","manualna"
31632,11400,75,"Skoda","Fabia","4/5",1390,117000,"benzyna",2001,"bordowy-metallic","Polska","Nie","manualna"
31633,42088.5,66,"Volkswagen","Golf Plus","4/5",1896,33000,"olej napędowy (diesel)",2007,"czerwony","Niemcy","Nie","manualna"
31635,41013.9,74,"Fiat","500","2/3",1368,30052,"benzyna",2009,"bialy-metallic","Niemcy","Nie","manualna"
31637,20417.4,83,"Renault","Scenic","4/5",1598,169183,"benzyna",2004,"niebieski-metallic","Niemcy","Nie","manualna"
31638,25790.4,82,"Renault","Megane","4/5",1598,62400,"benzyna",2006,"szary-metallic","Niemcy","Nie","manualna"
31639,24894.9,80,"Ford","Focus","4/5",1560,155322,"olej napędowy (diesel)",2006,"czerwony","Niemcy","Nie","manualna"
31640,15760.8,66,"Peugeot","206","4/5",1997,123000,"olej napędowy (diesel)",2002,"szary-metallic","Niemcy","Nie","manualna"
31643,21900,120,"Renault","Scenic","4/5",1870,130000,"olej napędowy (diesel)",2006,"srebrny-metallic","Niemcy","Nie","manualna"
31644,18900,82,"Renault","Kangoo","4/5",1461,102000,"olej napędowy (diesel)",2005,"niebieski-metallic","Niemcy","Nie","manualna"
31645,6250.59,44,"Fiat","Punto","2/3",1242,109000,"benzyna",2001,"niebieski-metallic","Niemcy","Nie","manualna"
31646,26990,70,"Opel","Corsa","2/3",1300,74000,"olej napędowy (diesel)",2008,"niebieski-metallic","Polska","Nie","manualna"
31647,16101.09,76,"Fiat","Stilo","4/5",1596,131686,"benzyna",2003,"niebieski-metallic","Niemcy","Nie","manualna"
31649,19683.09,66,"Skoda","Octavia","4/5",1896,208000,"olej napędowy (diesel)",2001,"srebrny-metallic","Niemcy","Nie","manualna"
31650,43900,140,"Volkswagen","Passat","4/5",1968,117000,"olej napędowy (diesel)",2006,"srebrny-metallic","Niemcy","Nie","manualna"
31651,20500,180,"Audi","A4","4/5",2500,221000,"olej napędowy (diesel)",2004,"srebrny-metallic","Niemcy","Tak","automatyczna"
31653,39900,140,"Skoda","Superb","4/5",2000,116000,"olej napędowy (diesel)",2006,"szary-metallic","Niemcy","Nie","manualna"
31654,30900,131,"Renault","Grand Scenic","4/5",1900,129000,"olej napędowy (diesel)",2008,"srebrny-metallic","Niemcy","Nie","manualna"
31655,19900,68,"Renault","Clio","4/5",1500,93000,"olej napędowy (diesel)",2007,"srebrny-metallic","Niemcy","Nie","manualna"
31656,32900,115,"Ford","Focus C-Max","4/5",1600,107000,"olej napędowy (diesel)",2007,"niebieski-metallic","Niemcy","Nie","manualna"
31660,20578.59,96,"Ford","Mondeo","4/5",1998,147451,"olej napędowy (diesel)",2003,"srebrny-metallic","Niemcy","Nie","manualna"
31661,19999,70,"Opel","Corsa","2/3",1248,130000,"olej napędowy (diesel)",2006,"srebrny-metallic","Niemcy","Nie","półautomatyczna/sekwencyjna"
31663,9800,54,"Fiat","Panda","4/5",1108,80000,"benzyna",2003,"niebieski","Polska","Nie","manualna"
31664,9800,54,"Fiat","Panda","4/5",1108,80000,"benzyna",2003,"niebieski","Polska","Nie","manualna"
31666,15402.6,55,"Peugeot","206","4/5",1360,101393,"benzyna",2003,"srebrny-metallic","Niemcy","Nie","manualna"
31669,15000,51,"Ford","Fiesta","4/5",1300,96000,"benzyna",2003,"srebrny","Polska","Nie","manualna"
31670,58923.9,125,"Skoda","Octavia","4/5",1998,135000,"olej napędowy (diesel)",2008,"niebieski-metallic","Francja","Nie","manualna"
31671,8900,60,"Renault","Clio","2/3",1149,135000,"benzyna",2006,"granatowy","Polska","Nie","manualna"
31672,45900,115,"BMW","318","4/5",2000,73000,"olej napędowy (diesel)",2004,"szary-metallic","Niemcy","Nie","manualna"
31687,40297.5,100,"Peugeot","308","4/5",1997,140000,"olej napędowy (diesel)",2008,"srebrny-metallic","Francja","Nie","manualna"
31688,25951.59,50,"Ford","Fiesta","2/3",1399,104000,"olej napędowy (diesel)",2008,"niebieski-metallic","Niemcy","Nie","manualna"
31690,17892.09,80,"Peugeot","307","4/5",1587,118000,"benzyna",2002,"niebieski-metallic","Niemcy","Nie","manualna"
31695,25990,75,"Opel","Corsa","4/5",1300,122000,"olej napędowy (diesel)",2008,"bialy","Polska","Nie","manualna"
31696,17900,120,"Renault","Megane","4/5",1900,120000,"olej napędowy (diesel)",2003,"czarny-metallic","Niemcy","Nie","manualna"
31697,12800,75,"Peugeot","206","2/3",1124,121000,"benzyna+LPG",2003,"czerwony","Polska","Nie","manualna"
31698,23900,100,"Volkswagen","Passat","4/5",1896,130000,"olej napędowy (diesel)",2003,"srebrny-metallic","Niemcy","Nie","manualna"
31701,39222.9,112,"Renault","Espace","4/5",2188,110000,"olej napędowy (diesel)",2004,"srebrny-metallic","Francja","Nie","manualna"
31702,19701,65,"Renault","Modus","4/5",1598,30500,"benzyna",2005,"czarny-metallic","Niemcy","Nie","manualna"
31703,23990,125,"Opel","Vectra","4/5",1800,138000,"benzyna",2003,"granatowy-metallic","Polska","Nie","manualna"
31704,37990,150,"Opel","Signum","4/5",1900,173000,"olej napędowy (diesel)",2007,"czarny-metallic","Polska","Nie","automatyczna"
31705,80000,224,"Mercedes-Benz","CLS 320","4/5",3200,158000,"olej napędowy (diesel)",2005,"zloty-metallic","Niemcy","Nie","automatyczna"
31706,46900,105,"Audi","A3","4/5",1900,166000,"olej napędowy (diesel)",2007,"czarny","Polska","Nie","manualna"
31707,27990,90,"Opel","Astra","4/5",1300,136000,"olej napędowy (diesel)",2007,"granatowy-metallic","Polska","Nie","manualna"
31709,27990,115,"Opel","Astra","4/5",1600,128000,"benzyna",2006,"srebrny-metallic","Polska","Nie","manualna"
31711,9200,100,"Ford","Focus","4/5",1596,160000,"benzyna",2001,"granatowy","Polska","Nie","manualna"
31712,26990,90,"Opel","Astra","4/5",1300,118000,"olej napędowy (diesel)",2006,"srebrny-metallic","Polska","Nie","manualna"
31713,39222.9,77,"Skoda","Octavia","4/5",1896,133460,"olej napędowy (diesel)",2006,"szary-metallic","Francja","Nie","automatyczna"
31714,11990,60,"Opel","Corsa","2/3",1000,98000,"benzyna",2005,"bialy","Polska","Nie","manualna"
31715,15900,113,"Renault","Megane","4/5",1600,97000,"benzyna",2003,"granatowy-metallic","Polska","Nie","manualna"
31716,28208.25,74,"Renault","Trafic","4/5",1870,138609,"olej napędowy (diesel)",2004,"bialy","Niemcy","Nie","manualna"
31717,61610.4,130,"Audi","A6","4/5",2393,189542,"benzyna",2005,"czarny","Niemcy","Nie","manualna"
31718,14700,110,"Peugeot","307","4/5",2000,168500,"olej napędowy (diesel)",2003,"granatowy-metallic","Francja","Nie","manualna"
31719,27700,250,"Mercedes-Benz","ML 400","4/5",3996,193500,"olej napędowy (diesel)",2003,"grafitowy-metallic","Francja","Tak","automatyczna"
31720,8900,70,"Peugeot","206","2/3",1398,112500,"olej napędowy (diesel)",2003,"czerwony","Francja","Nie","manualna"
31721,19000,155,"Audi","A6","4/5",2500,211000,"olej napędowy (diesel)",2001,"srebrny-metallic","Francja","Nie","automatyczna"
31722,16900,100,"Volkswagen","Golf","4/5",1896,185000,"olej napędowy (diesel)",2001,"czarny-metallic","Niemcy","Nie","manualna"
31723,10200,75,"Opel","Corsa","4/5",1700,157000,"olej napędowy (diesel)",2001,"czarny-metallic","Niemcy","Nie","manualna"
31724,38506.5,210,"BMW","X5","4/5",4398,165000,"benzyna",2001,"zielony-metallic","Niemcy","Nie","automatyczna"
31725,42500,170,"Audi","A4","4/5",1968,90000,"olej napędowy (diesel)",2009,"czarny-metallic","Niemcy","Tak","manualna"
31726,37500,140,"Audi","A4","4/5",2000,197000,"olej napędowy (diesel)",2005,"srebrny-metallic","Niemcy","Nie","automatyczna"
31729,15500,70,"Fiat","Panda","4/5",1248,88349,"olej napędowy (diesel)",2005,"srebrny-metallic","Polska","Nie","manualna"
31730,14800,103,"Opel","Astra","4/5",1598,141000,"benzyna",2004,"granatowy","Polska","Nie","manualna"
31732,74900,150,"BMW","X3","4/5",1995,148000,"olej napędowy (diesel)",2007,"czarny","Niemcy","Nie","manualna"
31733,62900,218,"BMW","530","4/5",3000,130000,"olej napędowy (diesel)",2004,"zloty-metallic","Polska","Nie","automatyczna"
31735,13900,115,"Ford","Galaxy","4/5",1896,185000,"olej napędowy (diesel)",2001,"niebieski-metallic","Niemcy","Tak","manualna"
31736,62900,140,"Ford","Mondeo","4/5",1997,24000,"olej napędowy (diesel)",2010,"czarny-metallic","Niemcy","Nie","manualna"
31737,21300,122,"Opel","Vectra","4/5",1796,234000,"benzyna+LPG",2002,"czarny-metallic","Polska","Nie","manualna"
31738,12900,100,"Renault","Laguna","4/5",1870,147000,"olej napędowy (diesel)",2002,"srebrny-metallic","Francja","Nie","manualna"
31739,17200,70,"Fiat","Panda","4/5",1248,68000,"olej napędowy (diesel)",2008,"bialy","Polska","Nie","manualna"
31740,19900,90,"Toyota","Corolla","4/5",1364,145000,"olej napędowy (diesel)",2004,"srebrny-metallic","Polska","Nie","manualna"
31741,47500,110,"Volkswagen","Passat","4/5",1900,180000,"olej napędowy (diesel)",2008,"szary-metallic","Niemcy","Nie","manualna"
31742,18300,131,"Volkswagen","Passat","4/5",1900,146000,"olej napędowy (diesel)",2001,"zielony-metallic","Niemcy","Nie","manualna"
31743,16600,100,"Ford","Focus","4/5",1753,148000,"olej napędowy (diesel)",2004,"szary-metallic","Niemcy","Nie","manualna"
31744,69900,170,"Mercedes-Benz","C 220","4/5",2148,98880,"olej napędowy (diesel)",2007,"srebrny-metallic","Francja","Nie","manualna"
31745,25900,115,"Ford","Mondeo","4/5",2000,158000,"olej napędowy (diesel)",2006,"srebrny-metallic","Niemcy","Nie","manualna"
31746,42900,140,"Volkswagen","Passat","4/5",1968,176000,"olej napędowy (diesel)",2006,"brazowy-metallic","Niemcy","Nie","manualna"
31747,32900,110,"Renault","Laguna","4/5",1870,99000,"olej napędowy (diesel)",2007,"srebrny-metallic","Francja","Nie","manualna"
31748,35691,90,"Toyota","Corolla","4/5",1400,90000,"olej napędowy (diesel)",2008,"srebrny","Polska","Nie","manualna"
31750,19100,102,"Audi","A3","2/3",1900,192000,"olej napędowy (diesel)",2002,"srebrny-metallic","Niemcy","Nie","manualna"
31751,39600,140,"Skoda","Octavia","4/5",1968,150000,"olej napędowy (diesel)",2008,"czarny-metallic","Polska","Nie","manualna"
31752,73500,160,"Volkswagen","Passat","4/5",1798,25884,"benzyna",2010,"czarny-metallic","Polska","Nie","manualna"
31753,39450,115,"Ford","Focus","4/5",1800,79000,"olej napędowy (diesel)",2009,"czarny-metallic","Polska","Nie","manualna"
31755,10900,101,"Ford","Focus","4/5",1753,134000,"olej napędowy (diesel)",2002,"srebrny-metallic","Niemcy","Nie","manualna"
31756,5000,80,"Fiat","Punto","4/5",1900,180000,"olej napędowy (diesel)",2001,"bialy","Francja","Nie","manualna"
31757,40900,140,"Audi","A3","4/5",1968,167000,"olej napędowy (diesel)",2005,"grafitowy-metallic","Niemcy","Nie","manualna"
31758,39999,130,"Mercedes-Benz","Sprinter","4/5",2148,195000,"olej napędowy (diesel)",2005,"zolty","Niemcy","Nie","manualna"
31759,19500,136,"Peugeot","607","4/5",2200,234,"olej napędowy (diesel)",2005,"szary-metallic","Francja","Nie","manualna"
31761,17700,125,"Ford","Mondeo","4/5",1798,137000,"benzyna",2004,"niebieski-metallic","Niemcy","Nie","manualna"
31762,24000,68,"Peugeot","207","2/3",1398,86000,"olej napędowy (diesel)",2008,"srebrny-metallic","Francja","Nie","manualna"
31763,44900,150,"Mercedes-Benz","E 220","4/5",2148,151000,"olej napędowy (diesel)",2003,"srebrny-metallic","Niemcy","Nie","automatyczna"
31766,22500,88,"Peugeot","207","4/5",1360,26000,"benzyna",2007,"czarny-metallic","Francja","Nie","manualna"
31768,32900,136,"Peugeot","407","4/5",1997,130000,"olej napędowy (diesel)",2007,"bezowy-metallic","Polska","Nie","manualna"
31769,24900,115,"Ford","Galaxy","4/5",1896,195000,"olej napędowy (diesel)",2002,"srebrny-metallic","Niemcy","Nie","manualna"
31771,34800,86,"Skoda","Fabia","4/5",1390,33700,"benzyna",2010,"srebrny-metallic","Polska","Nie","manualna"
31772,35999,140,"Volkswagen","Passat","4/5",1968,136000,"olej napędowy (diesel)",2006,"srebrny-metallic","Niemcy","Nie","manualna"
31773,43900,129,"Toyota","Avensis","4/5",1794,107500,"benzyna",2008,"srebrny-metallic","Polska","Nie","manualna"
31774,24600,125,"Opel","Vectra","4/5",2171,128200,"olej napędowy (diesel)",2003,"srebrny-metallic","Niemcy","Nie","automatyczna"
31775,18800,68,"Toyota","Aygo","2/3",1000,34000,"benzyna",2006,"niebieski-metallic","Niemcy","Nie","manualna"
31776,44900,147,"Toyota","Avensis","4/5",1998,116500,"benzyna",2007,"szary-metallic","Polska","Nie","manualna"
31777,29900,105,"Volkswagen","Caddy","4/5",1896,163000,"olej napędowy (diesel)",2005,"grafitowy-metallic","Niemcy","Nie","manualna"
31778,25900,101,"Volkswagen","Passat","4/5",1900,182000,"olej napędowy (diesel)",2004,"czarny-metallic","Niemcy","Nie","manualna"
31779,23900,100,"Opel","Zafira","4/5",2000,100000,"olej napędowy (diesel)",2004,"srebrny-metallic","Niemcy","Nie","manualna"
31780,23500,310,"Audi","A8","4/5",4200,147000,"benzyna",2001,"srebrny-metallic","Niemcy","Nie","automatyczna"
31781,18085.92,51,"Volkswagen","Caddy","4/5",1968,132499,"olej napędowy (diesel)",2004,"bialy-metallic","Niemcy","Nie","manualna"
31782,19500,120,"Renault","Scenic","4/5",1900,110000,"olej napędowy (diesel)",2004,"bezowy-metallic","Polska","Nie","manualna"
31783,24900,100,"Ford","Focus","4/5",1596,73800,"benzyna",2005,"czerwony","Polska","Nie","manualna"
31784,27777,109,"Mercedes-Benz","A 180","4/5",1991,69000,"olej napędowy (diesel)",2004,"zloty-metallic","Niemcy","Nie","manualna"
31785,39000,95,"Mercedes-Benz","A 150","4/5",1498,59000,"benzyna",2007,"srebrny-metallic","Polska","Nie","manualna"
31786,264900,245,"BMW","530","4/5",2998,22000,"olej napędowy (diesel)",2010,"grafitowy-metallic","Polska","Nie","automatyczna"
31787,27990,145,"Ford","Mondeo","4/5",1999,168000,"benzyna",2007,"czarny-metallic","Polska","Nie","manualna"
31788,10300,80,"Fiat","Punto","4/5",1242,149000,"benzyna",2003,"srebrny-metallic","Niemcy","Nie","manualna"
31789,11900,53,"Fiat","Panda","4/5",1100,44000,"benzyna",2004,"srebrny-metallic","Polska","Nie","manualna"
31790,38900,100,"Renault","Megane","4/5",1598,23000,"benzyna",2009,"czarny-metallic","Polska","Nie","manualna"
31791,11000,60,"Opel","Corsa","2/3",1000,150000,"benzyna",2004,"czerwony","Polska","Nie","manualna"
31792,11990,115,"Ford","Mondeo","4/5",1998,242000,"olej napędowy (diesel)",2001,"granatowy","Niemcy","Nie","manualna"
31793,39700,140,"Volkswagen","Passat","4/5",1968,132000,"olej napędowy (diesel)",2005,"szary-metallic","Niemcy","Nie","manualna"
31794,37900,68,"Peugeot","206+","4/5",1400,3,"olej napędowy (diesel)",2011,"niebieski-metallic","Polska","Nie","manualna"
31795,21900,120,"Renault","Grand Scenic","4/5",1870,183000,"olej napędowy (diesel)",2004,"srebrny-metallic","Polska","Nie","manualna"
31796,23500,130,"Ford","Mondeo","4/5",2000,160000,"olej napędowy (diesel)",2005,"grafitowy-metallic","Niemcy","Nie","manualna"
